Timestamp,Cycle_1,Mode_1,Voltage_1,Current_1,SOC_1,Strain_1,Temp_1,Cycle_2,Mode_2,Voltage_2,Current_2,SOC_2,Strain_2,Temp_2,Cycle_3,Mode_3,Voltage_3,Current_3,SOC_3,Strain_3,Temp_3
2025-10-17 11:39:46,1,charge,3.041,3.0,27.0,0.341,31.79,1,charge,3.064,3.0,27.0,0.318,30.3,1,charge,3.064,3.0,27.0,0.42,29.41
2025-10-17 11:39:47,1,charge,3.051,3.0,27.5,0.409,29.63,1,charge,3.075,3.0,27.5,0.343,32.23,1,charge,3.07,3.0,27.5,0.405,29.4
2025-10-17 11:39:48,1,charge,3.056,3.0,28.0,0.214,31.79,1,charge,3.085,3.0,28.0,0.14,31.76,1,charge,3.075,3.0,28.0,0.145,29.91
2025-10-17 11:39:49,1,charge,3.069,3.0,28.5,0.354,30.35,1,charge,3.093,3.0,28.5,0.466,30.29,1,charge,3.081,3.0,28.5,0.434,31.59
2025-10-17 11:39:50,1,charge,3.077,3.0,29.0,0.128,31.33,1,charge,3.099,3.0,29.0,0.14,32.55,1,charge,3.087,3.0,29.0,0.149,29.51
2025-10-17 11:39:51,1,charge,3.09,3.0,29.5,0.369,31.47,1,charge,3.107,3.0,29.5,0.445,30.33,1,charge,3.096,3.0,29.5,0.127,30.22
2025-10-17 11:39:52,1,charge,3.097,3.0,30.0,0.472,32.22,1,charge,3.116,3.0,30.0,0.256,31.23,1,charge,3.11,3.0,30.0,0.396,31.85
2025-10-17 11:39:53,1,charge,3.104,3.0,30.5,0.289,30.94,1,charge,3.125,3.0,30.5,0.127,32.72,1,charge,3.121,3.0,30.5,0.107,30.06
2025-10-17 11:39:54,1,charge,3.11,3.0,31.0,0.376,29.25,1,charge,3.139,3.0,31.0,0.289,30.08,1,charge,3.132,3.0,31.0,0.377,33.1
2025-10-17 11:39:55,1,charge,3.116,3.0,31.5,0.324,32.56,1,charge,3.151,3.0,31.5,0.4,31.26,1,charge,3.143,3.0,31.5,0.254,32.35
2025-10-17 11:39:56,1,charge,3.131,3.0,32.0,0.2,31.14,1,charge,3.165,3.0,32.0,0.111,29.7,1,charge,3.156,3.0,32.0,0.244,30.43
2025-10-17 11:39:57,1,charge,3.136,3.0,32.5,0.211,33.49,1,charge,3.173,3.0,32.5,0.38,30.55,1,charge,3.164,3.0,32.5,0.106,29.95
2025-10-17 11:39:58,1,charge,3.142,3.0,33.0,0.271,30.84,1,charge,3.188,3.0,33.0,0.166,33.44,1,charge,3.177,3.0,33.0,0.221,33.55
2025-10-17 11:39:59,1,charge,3.151,3.0,33.5,0.308,32.77,1,charge,3.201,3.0,33.5,0.416,31.07,1,charge,3.192,3.0,33.5,0.308,31.19
2025-10-17 11:40:00,1,charge,3.166,3.0,34.0,0.251,33.77,1,charge,3.208,3.0,34.0,0.496,30.73,1,charge,3.2,3.0,34.0,0.371,30.38
2025-10-17 11:40:01,1,charge,3.179,3.0,34.5,0.389,33.21,1,charge,3.219,3.0,34.5,0.116,31.72,1,charge,3.211,3.0,34.5,0.434,32.61
2025-10-17 11:40:02,1,charge,3.184,3.0,35.0,0.141,32.01,1,charge,3.226,3.0,35.0,0.309,32.43,1,charge,3.221,3.0,35.0,0.194,30.4
2025-10-17 11:40:03,1,charge,3.19,3.0,35.5,0.147,30.64,1,charge,3.238,3.0,35.5,0.42,31.41,1,charge,3.232,3.0,35.5,0.43,31.95
2025-10-17 11:40:04,1,charge,3.201,3.0,36.0,0.446,32.4,1,charge,3.25,3.0,36.0,0.243,31.03,1,charge,3.24,3.0,36.0,0.274,32.81
2025-10-17 11:40:05,1,charge,3.212,3.0,36.5,0.306,33.66,1,charge,3.26,3.0,36.5,0.373,30.77,1,charge,3.245,3.0,36.5,0.262,33.93
2025-10-17 11:40:06,1,charge,3.224,3.0,37.0,0.382,34.1,1,charge,3.267,3.0,37.0,0.418,32.24,1,charge,3.254,3.0,37.0,0.24,32.68
2025-10-17 11:40:07,1,charge,3.233,3.0,37.5,0.177,33.46,1,charge,3.278,3.0,37.5,0.283,33.33,1,charge,3.264,3.0,37.5,0.258,32.32
2025-10-17 11:40:08,1,charge,3.242,3.0,38.0,0.256,34.0,1,charge,3.29,3.0,38.0,0.24,32.37,1,charge,3.274,3.0,38.0,0.364,30.99
2025-10-17 11:40:09,1,charge,3.249,3.0,38.5,0.158,34.62,1,charge,3.297,3.0,38.5,0.16,32.2,1,charge,3.279,3.0,38.5,0.461,33.04
2025-10-17 11:40:10,1,charge,3.262,3.0,39.0,0.125,31.49,1,charge,3.306,3.0,39.0,0.351,33.86,1,charge,3.292,3.0,39.0,0.345,32.45
2025-10-17 11:40:11,1,charge,3.272,3.0,39.5,0.226,30.97,1,charge,3.32,3.0,39.5,0.267,31.39,1,charge,3.299,3.0,39.5,0.362,32.37
2025-10-17 11:40:12,1,charge,3.278,3.0,40.0,0.326,33.79,1,charge,3.331,3.0,40.0,0.486,33.93,1,charge,3.306,3.0,40.0,0.385,32.37
2025-10-17 11:40:13,1,charge,3.287,3.0,40.5,0.362,32.53,1,charge,3.341,3.0,40.5,0.223,32.35,1,charge,3.312,3.0,40.5,0.443,32.77
2025-10-17 11:40:14,1,charge,3.299,3.0,41.0,0.34,32.49,1,charge,3.347,3.0,41.0,0.293,31.89,1,charge,3.321,3.0,41.0,0.18,33.68
2025-10-17 11:40:15,1,charge,3.314,3.0,41.5,0.287,32.3,1,charge,3.36,3.0,41.5,0.213,33.1,1,charge,3.329,3.0,41.5,0.331,32.1
2025-10-17 11:40:16,1,charge,3.325,3.0,42.0,0.292,35.09,1,charge,3.369,3.0,42.0,0.45,35.0,1,charge,3.342,3.0,42.0,0.201,33.81
2025-10-17 11:40:17,1,charge,3.335,3.0,42.5,0.275,34.97,1,charge,3.383,3.0,42.5,0.373,31.61,1,charge,3.353,3.0,42.5,0.159,31.72
2025-10-17 11:40:18,1,charge,3.347,3.0,43.0,0.484,34.9,1,charge,3.388,3.0,43.0,0.22,33.98,1,charge,3.366,3.0,43.0,0.347,35.22
2025-10-17 11:40:19,1,charge,3.352,3.0,43.5,0.346,35.16,1,charge,3.395,3.0,43.5,0.36,32.05,1,charge,3.371,3.0,43.5,0.465,32.3
2025-10-17 11:40:20,1,charge,3.361,3.0,44.0,0.487,32.25,1,charge,3.407,3.0,44.0,0.219,34.67,1,charge,3.377,3.0,44.0,0.439,31.92
2025-10-17 11:40:21,1,charge,3.37,3.0,44.5,0.28,31.97,1,charge,3.42,3.0,44.5,0.317,35.51,1,charge,3.386,3.0,44.5,0.471,32.68
2025-10-17 11:40:22,1,charge,3.382,3.0,45.0,0.313,35.62,1,charge,3.428,3.0,45.0,0.406,33.35,1,charge,3.395,3.0,45.0,0.146,34.24
2025-10-17 11:40:23,1,charge,3.393,3.0,45.5,0.425,34.46,1,charge,3.44,3.0,45.5,0.195,32.6,1,charge,3.41,3.0,45.5,0.29,33.32
2025-10-17 11:40:24,1,charge,3.403,3.0,46.0,0.303,32.75,1,charge,3.453,3.0,46.0,0.46,32.76,1,charge,3.417,3.0,46.0,0.351,36.18
2025-10-17 11:40:25,1,charge,3.412,3.0,46.5,0.398,33.79,1,charge,3.467,3.0,46.5,0.341,32.43,1,charge,3.427,3.0,46.5,0.248,35.14
2025-10-17 11:40:26,1,charge,3.424,3.0,47.0,0.388,32.5,1,charge,3.473,3.0,47.0,0.247,33.4,1,charge,3.432,3.0,47.0,0.362,35.53
2025-10-17 11:40:27,1,charge,3.439,3.0,47.5,0.225,35.46,1,charge,3.486,3.0,47.5,0.299,34.1,1,charge,3.446,3.0,47.5,0.198,32.65
2025-10-17 11:40:28,1,charge,3.451,3.0,48.0,0.221,33.19,1,charge,3.5,3.0,48.0,0.421,33.38,1,charge,3.458,3.0,48.0,0.29,34.69
2025-10-17 11:40:29,1,charge,3.464,3.0,48.5,0.277,32.79,1,charge,3.515,3.0,48.5,0.42,36.36,1,charge,3.47,3.0,48.5,0.356,35.16
2025-10-17 11:40:30,1,charge,3.473,3.0,49.0,0.249,34.22,1,charge,3.521,3.0,49.0,0.142,34.3,1,charge,3.48,3.0,49.0,0.499,34.94
2025-10-17 11:40:31,1,charge,3.486,3.0,49.5,0.132,34.57,1,charge,3.531,3.0,49.5,0.484,35.4,1,charge,3.491,3.0,49.5,0.201,36.58
2025-10-17 11:40:32,1,charge,3.496,3.0,50.0,0.164,34.69,1,charge,3.537,3.0,50.0,0.287,35.45,1,charge,3.497,3.0,50.0,0.197,34.9
2025-10-17 11:40:33,1,charge,3.504,3.0,50.5,0.108,35.56,1,charge,3.549,3.0,50.5,0.37,34.21,1,charge,3.507,3.0,50.5,0.147,34.53
2025-10-17 11:40:34,1,charge,3.51,3.0,51.0,0.316,36.72,1,charge,3.564,3.0,51.0,0.47,35.71,1,charge,3.514,3.0,51.0,0.299,35.45
2025-10-17 11:40:35,1,charge,3.518,3.0,51.5,0.16,35.07,1,charge,3.575,3.0,51.5,0.453,36.15,1,charge,3.528,3.0,51.5,0.25,35.7
2025-10-17 11:40:36,1,charge,3.529,3.0,52.0,0.207,34.9,1,charge,3.583,3.0,52.0,0.23,35.08,1,charge,3.536,3.0,52.0,0.181,33.45
2025-10-17 11:40:37,1,charge,3.541,3.0,52.5,0.124,35.14,1,charge,3.597,3.0,52.5,0.35,34.98,1,charge,3.543,3.0,52.5,0.219,33.68
2025-10-17 11:40:38,1,charge,3.55,3.0,53.0,0.254,34.15,1,charge,3.604,3.0,53.0,0.105,35.92,1,charge,3.551,3.0,53.0,0.111,34.19
2025-10-17 11:40:39,1,charge,3.558,3.0,53.5,0.403,35.15,1,charge,3.618,3.0,53.5,0.328,36.99,1,charge,3.563,3.0,53.5,0.132,34.82
2025-10-17 11:40:40,1,charge,3.572,3.0,54.0,0.445,35.9,1,charge,3.628,3.0,54.0,0.409,37.65,1,charge,3.575,3.0,54.0,0.49,35.25
2025-10-17 11:40:41,1,charge,3.581,3.0,54.5,0.164,36.7,1,charge,3.639,3.0,54.5,0.492,37.19,1,charge,3.587,3.0,54.5,0.376,36.13
2025-10-17 11:40:42,1,charge,3.588,3.0,55.0,0.442,36.4,1,charge,3.651,3.0,55.0,0.318,37.42,1,charge,3.595,3.0,55.0,0.483,36.92
2025-10-17 11:40:43,1,charge,3.595,3.0,55.5,0.489,35.69,1,charge,3.656,3.0,55.5,0.312,36.77,1,charge,3.609,3.0,55.5,0.475,35.18
2025-10-17 11:40:44,1,charge,3.601,3.0,56.0,0.44,35.58,1,charge,3.67,3.0,56.0,0.161,36.87,1,charge,3.622,3.0,56.0,0.188,37.15
2025-10-17 11:40:45,1,charge,3.613,3.0,56.5,0.39,38.24,1,charge,3.677,3.0,56.5,0.475,35.15,1,charge,3.628,3.0,56.5,0.269,36.8
2025-10-17 11:40:46,1,charge,3.621,3.0,57.0,0.223,37.55,1,charge,3.688,3.0,57.0,0.486,37.51,1,charge,3.639,3.0,57.0,0.109,37.98
2025-10-17 11:40:47,1,charge,3.636,3.0,57.5,0.299,35.81,1,charge,3.701,3.0,57.5,0.308,36.27,1,charge,3.653,3.0,57.5,0.3,37.27
2025-10-17 11:40:48,1,charge,3.65,3.0,58.0,0.143,35.94,1,charge,3.713,3.0,58.0,0.178,37.69,1,charge,3.667,3.0,58.0,0.378,37.26
2025-10-17 11:40:49,1,charge,3.662,3.0,58.5,0.295,36.51,1,charge,3.727,3.0,58.5,0.296,35.06,1,charge,3.673,3.0,58.5,0.182,35.69
2025-10-17 11:40:50,1,charge,3.67,3.0,59.0,0.459,37.93,1,charge,3.735,3.0,59.0,0.374,38.28,1,charge,3.679,3.0,59.0,0.335,36.98
2025-10-17 11:40:51,1,charge,3.675,3.0,59.5,0.122,37.18,1,charge,3.746,3.0,59.5,0.463,35.67,1,charge,3.689,3.0,59.5,0.296,37.08
2025-10-17 11:40:52,1,charge,3.684,3.0,60.0,0.277,38.46,1,charge,3.751,3.0,60.0,0.414,37.98,1,charge,3.7,3.0,60.0,0.117,35.58
2025-10-17 11:40:53,1,charge,3.697,3.0,60.5,0.475,35.3,1,charge,3.762,3.0,60.5,0.329,35.16,1,charge,3.708,3.0,60.5,0.251,36.4
2025-10-17 11:40:54,1,charge,3.709,3.0,61.0,0.337,35.46,1,charge,3.768,3.0,61.0,0.463,39.1,1,charge,3.72,3.0,61.0,0.359,35.74
2025-10-17 11:40:55,1,charge,3.721,3.0,61.5,0.322,35.97,1,charge,3.773,3.0,61.5,0.43,35.7,1,charge,3.728,3.0,61.5,0.314,36.09
2025-10-17 11:40:56,1,charge,3.728,3.0,62.0,0.304,36.95,1,charge,3.787,3.0,62.0,0.385,35.47,1,charge,3.742,3.0,62.0,0.16,35.63
2025-10-17 11:40:57,1,charge,3.738,3.0,62.5,0.101,36.0,1,charge,3.792,3.0,62.5,0.239,38.4,1,charge,3.755,3.0,62.5,0.111,35.95
2025-10-17 11:40:58,1,charge,3.747,3.0,63.0,0.399,35.72,1,charge,3.805,3.0,63.0,0.233,36.19,1,charge,3.766,3.0,63.0,0.235,38.27
2025-10-17 11:40:59,1,charge,3.756,3.0,63.5,0.381,38.39,1,charge,3.812,3.0,63.5,0.131,39.04,1,charge,3.779,3.0,63.5,0.186,36.07
2025-10-17 11:41:00,1,charge,3.766,3.0,64.0,0.16,37.34,1,charge,3.82,3.0,64.0,0.274,36.08,1,charge,3.791,3.0,64.0,0.261,35.82
2025-10-17 11:41:01,1,charge,3.778,3.0,64.5,0.226,36.2,1,charge,3.826,3.0,64.5,0.162,37.57,1,charge,3.806,3.0,64.5,0.202,37.82
2025-10-17 11:41:02,1,charge,3.79,3.0,65.0,0.287,37.51,1,charge,3.836,3.0,65.0,0.226,39.21,1,charge,3.82,3.0,65.0,0.345,36.85
2025-10-17 11:41:03,1,charge,3.802,3.0,65.5,0.499,36.21,1,charge,3.848,3.0,65.5,0.154,37.05,1,charge,3.831,3.0,65.5,0.102,38.84
2025-10-17 11:41:04,1,charge,3.814,3.0,66.0,0.205,37.16,1,charge,3.858,3.0,66.0,0.242,38.52,1,charge,3.836,3.0,66.0,0.206,37.4
2025-10-17 11:41:05,1,charge,3.822,3.0,66.5,0.322,38.18,1,charge,3.872,3.0,66.5,0.457,39.99,1,charge,3.844,3.0,66.5,0.439,39.23
2025-10-17 11:41:06,1,charge,3.83,3.0,67.0,0.195,37.52,1,charge,3.881,3.0,67.0,0.17,37.22,1,charge,3.85,3.0,67.0,0.173,39.4
2025-10-17 11:41:07,1,charge,3.844,3.0,67.5,0.242,37.52,1,charge,3.894,3.0,67.5,0.217,36.9,1,charge,3.86,3.0,67.5,0.427,39.81
2025-10-17 11:41:08,1,charge,3.853,3.0,68.0,0.409,39.19,1,charge,3.9,3.0,68.0,0.449,40.41,1,charge,3.873,3.0,68.0,0.247,36.84
2025-10-17 11:41:09,1,charge,3.863,3.0,68.5,0.195,38.22,1,charge,3.914,3.0,68.5,0.3,37.19,1,charge,3.882,3.0,68.5,0.314,39.59
2025-10-17 11:41:10,1,charge,3.872,3.0,69.0,0.483,36.88,1,charge,3.925,3.0,69.0,0.329,40.5,1,charge,3.892,3.0,69.0,0.219,38.46
2025-10-17 11:41:11,1,charge,3.883,3.0,69.5,0.339,37.56,1,charge,3.935,3.0,69.5,0.301,40.53,1,charge,3.901,3.0,69.5,0.317,39.36
2025-10-17 11:41:12,1,charge,3.896,3.0,70.0,0.472,39.3,1,charge,3.94,3.0,70.0,0.299,37.79,1,charge,3.909,3.0,70.0,0.423,39.85
2025-10-17 11:41:13,1,charge,3.903,3.0,70.5,0.122,38.09,1,charge,3.952,3.0,70.5,0.132,38.56,1,charge,3.919,3.0,70.5,0.107,40.48
2025-10-17 11:41:14,1,charge,3.912,3.0,71.0,0.313,40.56,1,charge,3.961,3.0,71.0,0.46,40.68,1,charge,3.93,3.0,71.0,0.465,38.81
2025-10-17 11:41:15,1,charge,3.926,3.0,71.5,0.498,40.36,1,charge,3.973,3.0,71.5,0.234,40.88,1,charge,3.939,3.0,71.5,0.455,37.94
2025-10-17 11:41:16,1,charge,3.939,3.0,72.0,0.126,39.61,1,charge,3.986,3.0,72.0,0.258,37.48,1,charge,3.951,3.0,72.0,0.467,38.21
2025-10-17 11:41:17,1,charge,3.947,3.0,72.5,0.124,40.99,1,charge,3.997,3.0,72.5,0.343,39.93,1,charge,3.962,3.0,72.5,0.309,40.08
2025-10-17 11:41:18,1,charge,3.962,3.0,73.0,0.162,38.8,1,charge,4.012,3.0,73.0,0.223,40.53,1,charge,3.974,3.0,73.0,0.19,38.33
2025-10-17 11:41:19,1,charge,3.977,3.0,73.5,0.487,39.55,1,charge,4.022,3.0,73.5,0.413,41.67,1,charge,3.989,3.0,73.5,0.365,40.61
2025-10-17 11:41:20,1,charge,3.982,3.0,74.0,0.165,37.92,1,charge,4.03,3.0,74.0,0.354,40.13,1,charge,4.002,3.0,74.0,0.348,40.46
2025-10-17 11:41:21,1,charge,3.989,3.0,74.5,0.32,38.05,1,charge,4.045,3.0,74.5,0.243,38.93,1,charge,4.009,3.0,74.5,0.327,39.55
2025-10-17 11:41:22,1,charge,3.997,3.0,75.0,0.256,41.76,1,charge,4.052,3.0,75.0,0.461,39.4,1,charge,4.021,3.0,75.0,0.302,39.98
2025-10-17 11:41:23,1,charge,4.002,3.0,75.5,0.285,40.39,1,charge,4.064,3.0,75.5,0.117,39.94,1,charge,4.03,3.0,75.5,0.272,41.7
2025-10-17 11:41:24,1,charge,4.01,3.0,76.0,0.188,41.86,1,charge,4.074,3.0,76.0,0.439,41.68,1,charge,4.039,3.0,76.0,0.125,41.81
2025-10-17 11:41:25,1,charge,4.02,3.0,76.5,0.257,39.46,1,charge,4.083,3.0,76.5,0.151,39.93,1,charge,4.05,3.0,76.5,0.215,41.69
2025-10-17 11:41:26,1,charge,4.03,3.0,77.0,0.309,40.66,1,charge,4.094,3.0,77.0,0.478,39.42,1,charge,4.058,3.0,77.0,0.184,39.35
2025-10-17 11:41:27,1,charge,4.045,3.0,77.5,0.425,39.47,1,charge,4.099,3.0,77.5,0.377,42.37,1,charge,4.067,3.0,77.5,0.164,40.28
2025-10-17 11:41:28,1,charge,4.059,3.0,78.0,0.395,39.23,1,charge,4.105,3.0,78.0,0.268,39.29,1,charge,4.08,3.0,78.0,0.222,40.5
